userid,button,is_canceled
2114968,bottom,False
2115066,top,False
2115109,bottom,True
2115110,top,False
2115161,top,False
2115372,bottom,False
2115662,bottom,False
2115808,top,False
2115840,top,True
2115859,top,False
2115952,top,True
2116054,top,False
2116094,top,False
2116232,top,False
2116364,bottom,False
2116487,bottom,False
2116520,bottom,False
2116560,bottom,True
2116709,top,False
2116725,bottom,False
2116752,bottom,False
2116859,top,True
2117121,top,False
2117557,bottom,False
2117666,bottom,True
2117785,top,False
2117967,bottom,False
2118017,bottom,False
2118041,bottom,False
2118046,top,False
2118138,bottom,False
2118209,bottom,False
2118273,top,False
2118355,bottom,False
2118589,bottom,False
2118898,top,False
2119064,bottom,True
2119122,top,False
2119141,bottom,True
2119413,top,True
2119421,bottom,False
2119602,top,False
2120021,bottom,False
2120064,top,False
2120231,top,False
2120298,top,False
2120401,top,False
2120471,top,False
2120483,bottom,False
2120540,bottom,False
2120632,top,False
2120634,top,False
2120667,top,False
2120731,top,False
2120742,top,False
2120860,bottom,False
2121017,top,False
2121368,bottom,False
2121529,top,False
2121536,bottom,False
2121812,top,False
2121903,bottom,True
2122006,top,False
2122109,top,False
2122179,top,False
2122474,top,False
2122641,bottom,False
2122651,bottom,False
2122867,bottom,True
2122885,top,False
2122965,top,False
2123028,top,True
2123103,top,True
2123309,top,False
2123365,top,False
2123404,bottom,True
2123636,bottom,False
2123717,top,False
2123820,top,False
2124052,top,False
2124148,top,True
2124194,bottom,False
2124337,bottom,False
2124476,bottom,False
2124554,bottom,False
2124638,bottom,False
2125044,top,False
2125110,bottom,True
2125135,bottom,False
2125249,bottom,False
2125356,bottom,False
2125387,top,False
2125422,top,True
2125525,bottom,False
2125698,top,True
2125743,top,False
2125761,bottom,False
2126051,bottom,False
2126077,bottom,False
2126100,bottom,False
2126311,bottom,False
2126879,bottom,True
2126891,bottom,False
2127165,bottom,False
2127232,top,False
2127283,top,False
2127303,bottom,False
2127333,bottom,True
2127350,top,False
2127351,bottom,False
2127366,top,False
2127472,top,False
2127652,bottom,False
2127745,top,True
2127863,top,False
2127881,bottom,False
2127933,bottom,False
2127986,bottom,False
2128102,bottom,False
2128421,top,False
2128597,bottom,False
2128601,bottom,False
2128643,top,False
2129135,bottom,False
2129148,bottom,False
2129545,bottom,True
2129561,top,True
2129699,top,True
2129837,bottom,False
2130251,top,True
2130401,bottom,False
2130449,top,False
2130891,bottom,False
2130916,top,False
2130977,bottom,False
2131094,top,False
2131198,top,False
2131323,top,False
2131327,top,False
2131398,top,False
2131908,top,False
2132028,bottom,False
2132197,top,False
2132393,bottom,False
2132437,bottom,True
2132469,bottom,False
2132665,top,True
2132767,bottom,True
2132890,top,False
2133050,top,True
2133051,top,False
2133113,bottom,False
2133611,bottom,True
2133628,top,False
2133808,bottom,False
2133884,top,False
2134013,bottom,False
2134075,top,False
2134420,top,False
2134570,top,True
2134648,bottom,True
2134687,top,False
2134690,bottom,False
2135104,bottom,False
2135312,bottom,True
2135356,top,False
2135478,bottom,False
2135552,top,False
2135578,top,False
2135888,top,False
2136345,bottom,False
2136415,top,False
2136495,bottom,False
2136571,bottom,True
2136741,top,True
2136867,bottom,False
2136888,top,False
2137009,top,False
2137037,bottom,True
2137257,top,False
2137304,bottom,False
2137312,bottom,False
2137646,top,False
2137685,bottom,True
2137737,top,False
2137843,bottom,False
2138102,top,False
2138181,bottom,False
2138205,top,False
2138218,top,True
2138627,bottom,False
2138716,bottom,False
2138869,bottom,False
2139010,top,True
2139050,bottom,True
2139127,bottom,False
2139168,top,False
2139314,bottom,False
2139476,bottom,True
2139495,bottom,False
2139602,top,False
2139793,top,False
2139796,bottom,False
2139799,bottom,False
2139869,top,False
2139912,bottom,False
2139973,bottom,False
2140087,top,True
2140140,bottom,False
2140203,top,True
2140258,bottom,False
2140290,bottom,False
2140330,top,False
2140363,top,True
2140519,bottom,False
2140637,top,False
2140741,bottom,True
2140754,top,False
2140912,bottom,False
2141005,bottom,False
2141011,top,False
2141073,bottom,False
2141136,top,True
2141256,bottom,False
2141283,top,True
2141291,bottom,False
2141351,top,True
2141352,top,False
2141395,top,False
2141410,top,False
2141531,bottom,False
2141661,top,False
2141836,bottom,False
2141901,bottom,True
2141969,top,False
2142156,top,False
2142210,bottom,False
2142421,bottom,False
2142600,bottom,True
2142638,top,False
2142641,top,False
2142665,bottom,True
2142736,top,False
2142856,bottom,False
2142884,bottom,False
2143177,top,False
2143254,bottom,False
2143550,top,False
2143552,top,True
2143663,bottom,False
2143683,bottom,True
2143799,bottom,False
2144082,top,False
2144148,top,False
2144198,top,False
2144202,top,False
2144325,top,False
2144403,top,False
2145398,top,True
2145470,top,False
2145516,bottom,False
2145519,bottom,True
2145533,top,False
2145571,bottom,False
2145587,bottom,True
2145591,top,False
2146042,top,False
2146126,bottom,False
2146232,bottom,False
2146336,bottom,False
2146345,bottom,False
2146371,top,False
2146450,top,False
2146451,top,False
2146531,bottom,False
2146637,top,False
2146737,bottom,False
2146787,top,True
2146797,bottom,False
2146976,bottom,True
2147060,top,False
2147172,bottom,False
2147242,top,False
2147304,top,True
2147407,bottom,False
2147459,top,False
2147460,bottom,False
2147550,bottom,True
2147667,top,False
2147727,top,True
2147865,bottom,False
2148008,top,False
2148182,bottom,True
2148223,bottom,True
2148238,top,False
2148262,top,False
2148389,bottom,False
2148669,top,False
2148842,top,False
2148934,bottom,True
2148957,top,False
2149038,top,False
2149082,top,False
2149115,top,False
2149420,bottom,True
2150284,top,False
2150290,top,False
2150298,top,True
2150307,top,False
2150380,top,True
2150493,bottom,False
2150554,top,False
2150636,top,True
2150710,top,False
2150877,top,True
2150914,bottom,False
2151180,top,False
2151185,top,False
2151220,bottom,False
2151232,top,False
2151446,bottom,False
2151539,top,False
2151574,top,False
2151655,top,False
2151700,top,False
2151842,bottom,False
2152262,top,True
2152338,bottom,False
2152374,bottom,False
2152487,top,True
2152490,top,False
2152546,bottom,False
2152754,bottom,False
2152863,top,True
2153073,top,False
2153247,bottom,False
2153282,bottom,True
2153506,bottom,False
2153537,top,False
2153638,top,True
2153767,bottom,False
2153789,top,False
2153837,bottom,False
2154002,top,False
2154190,bottom,False
2154271,bottom,False
2154340,top,False
2154341,bottom,False
2154366,top,False
2154472,top,True
2154587,bottom,True
2154827,bottom,False
2154834,bottom,True
2155050,bottom,False
2155146,top,False
2155206,bottom,False
2155220,top,False
2155246,bottom,False
2155291,top,True
2155348,top,False
2155385,top,False
2155481,top,False
2155589,top,False
2156182,top,False
2156266,top,True
2156294,bottom,False
2156355,bottom,True
2156395,bottom,False
2156533,bottom,False
2156549,top,False
2156613,top,False
2157132,bottom,False
2157217,bottom,False
2157226,bottom,True
2157232,top,True
2157354,bottom,True
2157448,top,False
2157560,bottom,True
2157675,bottom,False
2157684,top,False
2157785,bottom,False
2157870,top,False
2158008,bottom,True
2158110,bottom,False
2158228,bottom,False
2158606,top,False
2158699,top,True
2158968,top,False
2159171,bottom,False
2159177,top,False
2159784,bottom,False
2160033,top,True
2160430,bottom,False
2160504,top,False
2160524,top,False
2160671,bottom,True
2160775,top,False
2160997,top,False
2161051,bottom,False
2161095,bottom,False
2161112,bottom,True
2161239,top,False
2161268,bottom,False
2161289,top,False
2161312,bottom,False
2161544,top,False
2161552,top,False
2161600,top,False
2161645,top,False
2161717,bottom,False
2161777,bottom,False
2161885,bottom,False
2161931,bottom,False
2162183,bottom,False
2162353,top,False
2162669,top,True
2162995,bottom,False
2163048,bottom,True
2163051,top,True
2163079,bottom,False
2163119,top,False
2163120,bottom,False
2163200,top,False
2163268,bottom,False
2163304,top,False
2163356,bottom,False
2163446,top,False
2163641,bottom,False
2163820,top,False
2164077,bottom,False
2164095,top,False
2164245,top,False
2164294,bottom,False
2164392,top,False
2164437,bottom,True
2164474,top,False
2164816,bottom,False
2164917,top,True
2164998,bottom,False
2165144,bottom,False
2165188,bottom,True
2165353,bottom,True
2165376,top,False
2165458,top,False
2165551,top,True
2165695,top,False
2165826,bottom,False
2165928,bottom,False
2166310,bottom,False
2166403,bottom,True
2166412,top,False
2166578,bottom,True
2166774,top,False
2167003,bottom,False
2167380,top,False
2167411,top,False
2167671,top,True
2168021,bottom,False
2168056,bottom,False
2168097,bottom,False
2168127,top,True
2168176,top,False
2168201,bottom,False
2168290,top,False
2168292,bottom,False
2168508,bottom,True
2168595,bottom,True
2168738,bottom,True
2168748,bottom,False
2169176,bottom,True
2169396,bottom,True
2169456,top,False
2169464,top,False
2169719,top,False
2169827,bottom,False
2169913,bottom,False
2170434,bottom,True
2170443,top,False
2170610,top,False
2170709,top,False
2170746,bottom,False
2170763,bottom,False
2170875,bottom,False
2170911,top,True
2170972,bottom,False
2171198,top,False
2171223,top,True
2171224,top,True
2171467,top,False
2171698,bottom,True
2171973,top,True
2171987,bottom,False
2172260,bottom,False
2172324,top,False
2172660,top,False
2172770,top,False
2172820,top,False
2172835,bottom,False
2173011,bottom,False
2173334,bottom,False
2173453,bottom,False
2173611,bottom,False
2173708,top,False
2173802,bottom,False
2173840,bottom,False
2174147,top,False
2174229,bottom,False
2174396,top,True
2174523,top,True
2174527,top,True
2174631,top,False
2174669,top,False
2174851,top,False
2174861,bottom,True
2174938,bottom,False
2175045,top,True
2175145,top,False
2175162,top,False
2175172,bottom,False
2175266,top,False
2175344,bottom,False
2175378,bottom,True
2175508,bottom,True
2175724,bottom,False
2175830,bottom,True
2176253,top,False
2176329,bottom,False
2176405,bottom,True
2176889,top,False
2177098,top,True
2177222,bottom,False
2177263,bottom,False
2177375,bottom,False
2177460,bottom,False
2177500,bottom,True
2177520,bottom,False
2177533,bottom,False
2177537,top,False
2177621,bottom,False
2177822,bottom,False
2177849,top,False
2177865,bottom,False
2177991,bottom,True
2178088,top,False
2178133,bottom,False
2178146,top,False
2178326,top,False
2178475,top,False
2178542,bottom,True
2178717,top,False
2178725,top,True
2178820,bottom,False
2178907,bottom,True
2178934,bottom,False
2178984,bottom,False
2179015,bottom,False
2179039,top,False
2179492,bottom,True
2180178,top,False
2180233,top,False
2180594,bottom,False
2180935,top,True
2180999,top,False
2181156,bottom,False
2181168,top,False
2181277,top,False
2181281,top,False
2181393,top,False
2181540,top,True
2181718,bottom,True
2181771,top,False
2181786,bottom,False
2181849,top,False
2181909,top,False
2181940,top,False
2181975,bottom,False
2182035,top,False
2182347,top,True
2182450,top,True
2182528,top,False
2182944,bottom,False
2183030,top,False
2183260,bottom,False
2183404,top,False
2183442,bottom,True
2183525,top,False
2183537,top,False
2183556,top,True
2183586,bottom,False
2183653,bottom,False
2183713,bottom,False
2183910,bottom,True
2183946,top,False
2184071,bottom,False
2184080,bottom,False
2184091,bottom,False
2184194,top,False
2184256,top,False
2184340,bottom,False
2184497,bottom,False
2184564,bottom,False
2184600,bottom,False
2184718,top,False
2184738,bottom,True
2185100,top,False
2185180,bottom,False
2185189,bottom,False
2185208,bottom,False
2185214,bottom,True
2185277,bottom,False
2185328,bottom,True
2185511,bottom,False
2185582,top,False
2185678,bottom,False
2185791,bottom,False
2185936,top,True
2186052,top,False
2186103,bottom,False
2186196,top,False
2186411,top,False
2186486,top,False
2186490,top,False
2186497,top,False
2186658,bottom,True
2186665,bottom,True
2186858,bottom,False
2187261,bottom,True
2187484,bottom,False
2187553,bottom,False
2187757,top,True
2187948,top,False
2188008,top,False
2188147,bottom,True
2188194,top,True
2188302,bottom,False
2188320,bottom,False
2188849,top,False
2188881,top,False
2189018,top,False
2189067,top,True
2189113,bottom,False
2189159,bottom,True
2189458,top,True
2189680,bottom,True
2189681,bottom,False
2190014,top,False
2190130,top,False
2190200,bottom,False
2190304,top,False
2190413,top,False
2190518,top,False
2190708,bottom,False
2191253,top,False
2191274,top,True
2191277,top,False
2191453,bottom,True
2191498,top,False
2191543,top,False
2191553,bottom,False
2191812,top,False
2191879,bottom,False
2192240,top,True
2192693,bottom,False
2192981,top,False
2193086,bottom,False
2193101,top,False
2193265,bottom,True
2193304,top,False
2193338,top,False
2193355,top,False
2193442,bottom,False
2193607,top,False
2193618,top,False
2193620,bottom,False
2193761,bottom,False
2193823,bottom,False
2193883,top,False
2194152,top,False
2194164,top,False
2194171,bottom,False
2194199,bottom,False
2194203,top,False
2194213,bottom,False
2194337,bottom,False
2194568,top,False
2194653,top,False
2194661,top,False
2194695,bottom,True
2194833,bottom,False
2194942,bottom,False
2195182,top,False
2195717,bottom,False
2195742,top,True
2195771,bottom,False
2196143,top,False
2196266,top,False
2196413,bottom,True
2196511,top,False
2196610,top,False
2196687,bottom,False
2196789,bottom,False
2196971,bottom,False
2197124,top,True
2197180,bottom,False
2197204,bottom,False
2197209,top,False
2197351,top,False
2197359,top,False
2197432,top,False
2197461,top,True
2197883,top,False
2197921,top,True
2197948,bottom,False
2198027,top,True
2198063,bottom,False
2198311,bottom,True
2198520,top,False
2198601,bottom,False
2198629,bottom,True
2198722,bottom,False
2198776,bottom,False
2198816,bottom,True
2198818,top,False
2199001,bottom,False
2199073,bottom,False
2199281,bottom,False
2199318,top,True
2199353,bottom,False
2199418,top,False
2199490,bottom,True
2199555,bottom,False
2199633,bottom,False
2199658,top,False
2199693,bottom,False
2199758,top,False
2199867,bottom,False
2199868,bottom,False
2199900,top,False
2200074,top,False
2200185,bottom,False
2200219,top,False
2200262,top,False
2200364,bottom,False
2200418,bottom,True
2200546,bottom,False
2200581,bottom,False
2200666,bottom,False
2200667,bottom,True
2200715,top,False
2200761,top,False
2200844,top,False
2201205,bottom,False
2201262,top,False
2201298,top,False
2201299,top,True
2201393,top,False
2201739,top,True
2202072,top,True
2202125,top,False
2202191,top,False
2202206,top,False
2202483,top,False
2202680,top,False
2202786,top,False
2202838,top,False
2202882,bottom,False
2202992,top,False
2203023,top,False
2203079,bottom,False
2203165,top,True
2203300,top,True
2203405,top,False
2203545,top,False
2203569,top,True
2203617,bottom,True
2203798,top,False
2203822,top,False
2203836,bottom,False
2204177,top,False
2204184,top,True
2204232,top,True
2204317,bottom,False
2204369,bottom,False
2204390,bottom,True
2204410,top,False
2204633,bottom,False
2204683,top,True
2204741,top,False
2204758,bottom,True
2205132,top,False
2205434,bottom,False
2205692,top,True
2205772,top,False
2205858,top,True
2205985,bottom,False
2206197,top,False
2206373,bottom,False
2206383,top,True
2206426,bottom,False
2206467,top,True
2206520,bottom,False
2206543,bottom,True
2206671,bottom,True
2207055,top,False
2207084,bottom,False
2207311,bottom,False
2207325,bottom,False
2207327,bottom,False
2207487,top,False
2207635,top,False
2207797,top,False
2207815,bottom,False
2207832,bottom,True
2208005,top,False
2208148,bottom,False
2208554,top,False
2208560,bottom,False
2208791,top,False
2208823,bottom,False
2209061,top,False
2209109,bottom,True
2209157,bottom,False
2209243,bottom,False
2209305,top,False
2209313,bottom,False
2209523,bottom,True
2209598,top,False
2209601,bottom,False
2209710,bottom,True
2209831,top,True
2209835,bottom,True
2210040,top,False
2210150,top,False
2210363,bottom,False
2210430,bottom,False
2210468,bottom,False
2210567,bottom,False
2210589,top,False
2210604,top,False
2210741,bottom,False
2210885,top,True
2211121,bottom,False
2211199,bottom,False
2211214,bottom,False
2211238,top,False
2211330,top,True
2211408,bottom,True
2211468,top,False
2211499,bottom,False
2211517,bottom,False
2211552,bottom,False
2211591,bottom,True
2211809,bottom,True
2211815,top,False
2211867,top,True
2211944,top,False
2211994,top,True
2212415,bottom,False
2212460,bottom,False
2212472,top,False
2212591,top,False
2212670,top,False
2212771,top,False
2212832,bottom,False
2212862,bottom,False
2213302,bottom,True
2213311,bottom,False
2213378,bottom,False
2213392,bottom,False
2213559,top,True
2213614,top,False
2213692,bottom,True
2213740,bottom,False
2213885,bottom,False
2214417,top,False
2214458,top,True
2214522,bottom,False
2214532,top,False
2214734,top,False
2214849,top,False
2215091,top,True
2215125,bottom,False
2215157,top,True
2215248,top,False
2215417,bottom,False
2215462,top,False
2215578,top,True
2215615,top,False
2215642,bottom,False
2215643,top,False
2215858,top,False
2216062,top,False
2216088,bottom,False
2216371,top,False
2216545,bottom,False
2216630,top,True
2216853,bottom,False
2217053,bottom,True
2217080,top,True
2217096,bottom,False
2217112,top,False
2217124,bottom,False
2217134,bottom,False
2217169,bottom,False
2217309,bottom,False
2217517,top,False
2217641,bottom,False
2217697,top,True
2217718,top,False
2217751,top,False
2217788,bottom,False
2217869,top,False
2217915,bottom,False
2218067,bottom,False
2218255,bottom,False
2218409,bottom,False
2218497,bottom,False
2218537,top,False
2218677,bottom,False
2218771,bottom,False
2218888,bottom,False
2218925,bottom,False
2219044,top,False
2219173,top,True
2219734,top,False
2219830,top,False
2219878,bottom,False
2219929,top,False
2220257,top,False
2220307,top,False
2220466,bottom,False
2220662,bottom,False
2220683,bottom,False
2220706,bottom,False
2220861,top,False
2220962,top,False
2221004,top,True
2221105,bottom,False
2221142,top,False
2221397,top,False
2221398,top,True
2221413,bottom,False
2221470,top,False
2221716,bottom,False
2221717,top,False
2221956,bottom,False
2222171,bottom,False
2222184,top,False
2222208,top,False
2222332,bottom,False
2222419,top,False
2222475,top,False
2222582,bottom,False
2222665,bottom,False
2222757,bottom,False
2222828,top,False
2222857,top,False
2222861,top,False
2222900,top,False
2223046,bottom,False
2223069,bottom,False
2223256,bottom,False
2223310,bottom,False
2223350,top,False
2223387,top,False
2223396,bottom,False
2223677,bottom,False
2223807,bottom,True
2223832,top,False
2223881,bottom,True
2223995,top,False
2224052,bottom,False
2224225,bottom,False
2224294,bottom,False
2224322,top,False
2224342,bottom,False
2224354,top,True
2224421,bottom,False
2224527,top,False
2224529,top,False
2224794,bottom,False
2224892,top,False
2224893,bottom,True
2224975,bottom,False
2225027,top,True
2225198,top,False
2225254,top,False
2225262,bottom,True
2225276,top,False
2225547,top,False
2225618,top,False
2225818,bottom,False
2225974,top,False
2225986,bottom,False
2225999,top,False
2226077,top,False
2226108,bottom,False
2226248,bottom,False
2226272,bottom,False
2226286,top,False
2226327,top,False
2226463,bottom,False
2226470,top,False
2226487,top,False
2226651,top,False
2226711,top,False
2226801,bottom,True
2226809,bottom,False
2227090,top,False
2227093,bottom,False
2227264,bottom,True
2227267,top,False
2227396,bottom,False
2227575,bottom,False
2227579,top,True
2227588,bottom,True
2227756,top,False
2227804,bottom,True
2227860,top,False
2227914,top,False
2227995,bottom,True
2228018,top,False
2228087,top,False
2228107,top,False
2228150,top,False
2228255,bottom,False
2228338,bottom,True
2228469,bottom,False
2228509,bottom,False
2228566,bottom,False
2228631,top,False
2228782,bottom,False
2228812,bottom,False
2228858,bottom,False
2228987,top,False
2229059,top,True
2229233,top,False
2229312,bottom,True
2229437,bottom,True
2229440,bottom,False
2229540,top,False
2229560,bottom,False
2229574,bottom,False
2229706,bottom,False
2229707,top,False
2230108,bottom,False
2230127,top,False
2230231,top,False
2230348,bottom,False
2230376,bottom,False
2230380,bottom,False
2230696,top,False
2230830,top,True
2231005,bottom,False
2231062,top,False
2231072,top,False
2231094,top,False
2231104,bottom,True
2231147,top,True
2231211,bottom,False
2231475,top,True
2231654,bottom,False
2231836,top,False
2231849,bottom,False
2232031,top,False
2232194,top,False
2232206,bottom,False
2232240,top,False
2232316,bottom,False
2232465,bottom,False
2232487,bottom,False
2232557,bottom,False
2232558,top,False
2232719,top,True
2232764,bottom,False
2232938,bottom,True
2232944,top,False
2232954,top,False
2233003,bottom,False
2233056,top,True
2233062,bottom,False
2233324,top,False
2233548,bottom,False
2233864,bottom,False
2233868,top,False
2233927,top,False
2233939,bottom,False
2234096,bottom,False
2234146,bottom,False
2234255,bottom,False
2234523,top,True
2234615,top,True
2234763,top,False
2234827,top,True
2234846,top,False
2235124,top,False
2235210,bottom,False
2235270,top,False
2235272,top,False
2235308,bottom,False
2235538,top,False
2235570,top,False
2235599,bottom,False
2235632,top,False
2235875,bottom,True
2235876,top,False
2235956,bottom,False
2235984,bottom,True
2236069,top,False
2236075,bottom,True
2236210,top,True
2236655,bottom,False
2236743,top,False
2236870,bottom,False
2237085,bottom,False
2237110,bottom,False
2237244,top,False
2237330,bottom,False
2237641,bottom,True
2237798,bottom,False
2237952,top,False
2238007,bottom,False
2238062,bottom,False
2238208,bottom,False
2238216,bottom,False
2238235,top,False
2238324,bottom,False
2238372,top,False
2238395,bottom,False
2238520,top,False
2238549,top,False
2238755,top,False
2238910,top,True
2238938,top,False
2239021,bottom,True
2239211,top,False
2239404,bottom,False
2239413,bottom,False
2239440,top,False
2239503,top,False
2239581,top,False
2239831,bottom,False
2239866,bottom,False
2239879,top,False
2239977,bottom,False
2240097,top,False
2240127,bottom,False
2240200,top,False
2240306,top,False
2240343,bottom,False
2240403,top,False
2240500,bottom,False
2240572,top,False
2240682,bottom,False
2241116,top,False
2241301,bottom,True
2241468,top,False
2241683,top,False
2241722,bottom,False
2241757,top,False
2241794,bottom,False
2241970,bottom,False
2241985,top,True
2242014,top,False
2242227,bottom,False
2242360,top,True
2242440,bottom,False
2242484,top,False
2242544,bottom,True
2242909,top,False
2242936,bottom,False
2243209,bottom,False
2243220,bottom,False
2243347,bottom,False
2243666,bottom,True
2243713,bottom,True
2243745,top,False
2243769,top,True
2243770,bottom,False
2243906,top,True
2243971,bottom,False
2244058,bottom,False
2244159,bottom,False
2244348,bottom,True
2244525,bottom,False
2244546,top,False
2244761,bottom,False
2244790,bottom,False
2244867,top,False
2244912,bottom,True
2245036,top,False
2245090,bottom,False
2245503,bottom,False
2245509,bottom,True
2245669,top,False
2245701,bottom,False
2245961,top,False
2246019,top,False
2246212,top,False
2246360,top,False
2246469,bottom,False
2246533,bottom,False
2246637,top,False
2246772,bottom,False
2246818,top,True
2246831,top,False
2246860,top,False
2246906,top,False
2246984,top,False
2247054,bottom,False
2247076,top,True
2247137,bottom,False
2247155,bottom,True
2247252,top,False
2247253,bottom,False
2247400,top,False
2247419,top,False
2247553,top,False
2247817,bottom,False
2247829,top,False
2247849,bottom,False
2247910,top,False
2248018,top,False
2248124,top,False
2248240,bottom,True
2248278,top,False
2248303,top,False
2248338,top,False
2248421,top,True
2248549,bottom,False
2248560,bottom,False
2248599,top,False
2248760,bottom,False
2249175,bottom,False
2249215,bottom,False
2249654,top,True
2249671,top,False
2249818,bottom,False
2250246,top,False
2250536,top,False
2250684,top,False
2250751,bottom,False
2250885,top,False
2251163,bottom,False
2251174,bottom,True
2251484,bottom,True
2251686,bottom,False
2251750,top,False
2251885,bottom,False
2251947,bottom,False
2251957,bottom,False
2251995,top,False
2252094,bottom,False
2252109,bottom,False
2252135,top,False
2252282,bottom,False
2252642,bottom,False
2252693,bottom,False
2252761,top,False
2252906,top,False
2253009,top,True
2253391,top,False
2253783,top,False
2253844,top,True
2253877,top,True
2253884,bottom,False
2253925,bottom,False
2253938,bottom,False
2254204,bottom,True
2254248,bottom,False
2254378,bottom,True
2254391,bottom,True
2254582,bottom,False
2254587,top,True
2254630,top,True
2254642,bottom,False
2254688,bottom,True
2254778,bottom,False
2254820,top,False
2255115,bottom,False
2255183,bottom,False
2255263,bottom,False
2255326,top,False
2255532,top,False
2255581,bottom,False
2255705,bottom,False
2256485,top,False
2256972,bottom,False
2256979,top,False
2257041,bottom,False
2257085,bottom,False
2257095,top,False
2257345,top,False
2257613,top,False
2257661,top,False
2257819,top,False
2257964,bottom,False
2257969,top,True
2258030,top,False
2258173,bottom,True
2258335,top,False
2258354,top,True
2258398,bottom,False
2258627,bottom,False
2258755,bottom,False
2258968,bottom,True
2259202,top,True
2259220,top,True
2259344,bottom,False
2259531,bottom,False
2259643,top,False
2260202,bottom,False
2260511,bottom,False
2260578,top,False
2260620,top,False
2260727,bottom,True
2260848,top,False
2261018,top,False
2261228,bottom,True
2261244,top,False
2261329,top,False
2261344,bottom,False
2261531,top,False
2261635,bottom,False
2261762,top,False
2262037,bottom,False
2262131,bottom,False
2262177,top,False
2262311,bottom,False
2262340,bottom,True
2262413,bottom,True
2262441,bottom,False
2262560,bottom,False
2262636,bottom,True
2262761,bottom,False
2262813,bottom,True
2262942,bottom,False
2263349,top,False
2263450,top,False
2263491,bottom,False
2263606,top,False
2263695,bottom,False
2263825,top,False
2264074,bottom,False
2264105,bottom,False
2264361,bottom,False
2264655,bottom,False
2264682,bottom,False
2264695,bottom,False
2264876,top,False
2264987,bottom,False
2265497,top,True
2265570,bottom,False
2265606,bottom,False
2265614,top,False
2265948,top,False
2266095,top,False
2266160,top,False
2266331,top,False
2266361,top,False
2266587,bottom,False
2266834,bottom,False
2267051,bottom,False
2267057,top,False
2267070,top,False
2267147,bottom,False
2267697,top,False
2267924,bottom,False
2267935,top,False
2267942,bottom,True
2268036,bottom,False
2268189,bottom,False
2268303,top,False
2268337,bottom,False
2268339,bottom,False
2268349,bottom,False
2268368,top,True
2268485,top,False
2268832,bottom,False
2268858,bottom,False
2268917,top,True
2268971,top,False
2269155,top,False
2269282,top,False
2269294,top,False
2269331,bottom,False
2269359,bottom,True
2269466,bottom,True
2269529,bottom,True
2269604,bottom,False
2269611,bottom,True
2269651,top,False
2269659,bottom,False
2269725,top,False
2270369,top,False
2270593,top,False
2270598,top,False
2270616,top,False
2271016,top,False
2271034,bottom,False
2271106,top,False
2271109,bottom,False
2271271,bottom,False
2271309,bottom,False
2271737,bottom,False
2271761,top,False
2272031,bottom,False
2272068,top,False
2272121,top,False
2272154,top,False
2272422,top,False
2272496,top,True
2272523,top,False
2272525,top,False
2272546,top,False
2272596,top,True
2272668,bottom,False
2272781,top,False
2272947,bottom,False
2273168,top,False
2273201,top,False
2273219,top,False
2273240,top,True
2273474,bottom,True
2273531,bottom,False
2273592,bottom,False
2273667,bottom,False
2273701,top,False
2273714,bottom,True
2273734,top,False
2273736,bottom,False
2273833,top,False
2273909,bottom,False
2274187,bottom,False
2274200,top,True
2274342,bottom,False
2274430,bottom,False
2274441,top,False
2274444,bottom,False
2274473,bottom,True
2274495,top,False
2274581,top,False
2274637,bottom,False
2275214,top,False
2275308,top,False
2275415,bottom,False
2275674,top,False
2275680,bottom,False
2275706,bottom,False
2275730,bottom,False
2275865,top,True
2275983,top,False
2276209,bottom,False
2276251,bottom,False
2276257,bottom,False
2276304,bottom,False
2276397,top,False
2276406,bottom,False
2276498,top,False
2276557,bottom,False
2276682,bottom,True
2276840,top,False
2277032,bottom,False
2277077,top,False
2277495,bottom,True
2277718,bottom,False
2277758,top,False
2277787,bottom,False
2277949,top,True
2278275,top,False
2278407,top,False
2278570,top,False
2278622,top,True
2278719,top,True
2278925,top,True
2278929,top,True
2278975,top,False
2279351,top,False
2279459,top,False
2279652,top,False
2279799,top,False
2279849,bottom,True
2279883,top,False
2280075,bottom,False
2280143,bottom,False
2280216,top,True
2280244,top,False
2280537,bottom,True
2280618,bottom,False
2281328,top,False
2281514,top,False
2281703,top,False
2281735,top,False
2281818,bottom,False
2281832,bottom,False
2282340,top,False
2282349,top,False
2282553,top,False
2282714,bottom,False
2282859,bottom,False
2282860,bottom,False
2282914,top,False
2283091,bottom,False
2283419,top,False
2283571,bottom,False
2283585,bottom,True
2283697,top,False
2284037,top,False
2284244,top,False
2284393,bottom,False
2284906,top,False
2284965,top,False
2285142,top,False
2285187,top,False
2285360,top,False
2285458,top,False
2285617,bottom,False
2285871,bottom,False
2285918,bottom,False
2286004,top,False
2286107,top,False
2286162,top,False
2286548,top,False
2286555,bottom,True
2286740,top,True
2286795,top,False
2286897,bottom,False
2286997,bottom,False
2287115,top,False
2287126,bottom,False
2287333,bottom,False
2287369,top,False
2287540,bottom,False
2287705,bottom,False
2287967,bottom,False
2287968,top,False
2287971,top,False
2288156,top,True
2288235,bottom,False
2288700,top,False
2288851,bottom,False
2288911,top,False
2288954,top,False
2289041,top,False
2289071,top,False
2289193,bottom,False
2289225,top,False
2289569,bottom,False
2289854,bottom,False
2289920,bottom,False
2290137,bottom,False
2290444,bottom,True
2290721,top,False
2290798,bottom,False
2290843,bottom,False
