,ID,Year_Birth,Country,Education,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumStorePurchases,NumWebVisitsMonth,Complain
555,9909,1996,AUS,2n Cycle,Married,"$7,500.00 ",0,0,11/9/12,24,3,18,14,15,22,50,3,3,3,9,0
556,5907,1952,SP,Master,Married,"$33,444.00 ",1,1,11/3/12,24,8,0,8,0,0,2,1,1,2,8,0
557,793,1973,AUS,Graduation,Married,"$20,895.00 ",1,0,10/6/12,24,18,3,17,3,0,4,1,2,3,9,0
558,8832,1976,GER,Master,Together,"$37,509.00 ",1,0,9/12/12,24,37,5,56,12,8,5,2,3,4,7,0
559,2535,1978,SP,Master,Married,"$88,097.00 ",1,0,8/18/12,24,163,0,480,0,126,75,1,6,8,9,0
560,1523,1973,SA,Graduation,Married,"$59,041.00 ",1,1,5/7/14,25,69,2,15,2,2,6,2,2,4,5,0
561,1839,1974,IND,Graduation,Single,"$43,322.00 ",0,0,4/21/14,25,56,7,48,10,2,18,1,3,4,7,0
562,9972,1955,SA,PhD,Together,"$46,015.00 ",1,1,4/13/14,25,38,0,2,0,0,6,1,1,3,7,0
563,2945,1955,CA,PhD,Together,"$46,015.00 ",1,1,4/13/14,25,38,0,2,0,0,6,1,1,3,7,0
564,9291,1959,SP,Master,Married,"$34,242.00 ",0,1,3/23/14,25,8,2,4,0,0,1,1,0,3,5,0
565,2829,1955,CA,Graduation,Married,"$65,210.00 ",0,1,3/10/14,25,626,0,70,0,7,28,2,9,8,6,0
566,8594,1958,SP,PhD,Widow,"$50,520.00 ",0,1,1/28/14,25,112,0,6,2,1,14,2,3,3,6,0
567,1592,1970,CA,Graduation,Married,"$90,765.00 ",0,0,1/24/14,25,547,99,812,151,82,33,0,4,5,1,0
568,4310,1944,AUS,Graduation,Married,"$80,589.00 ",0,0,1/22/14,25,507,93,520,242,40,26,1,5,5,1,0
569,6950,1958,CA,Master,Married,"$49,572.00 ",1,1,12/15/13,25,35,1,16,0,1,1,2,2,3,7,0
570,8492,1978,SP,Graduation,Together,"$75,437.00 ",0,0,11/9/13,25,795,0,545,95,58,0,1,8,10,6,0
571,5684,1971,SP,Master,Divorced,"$44,635.00 ",1,1,10/11/13,25,56,0,9,0,0,3,2,2,3,7,0
572,5909,1964,GER,Graduation,Married,"$58,512.00 ",0,1,9/19/13,25,895,10,101,13,0,152,5,3,8,8,0
573,9855,1952,SP,PhD,Single,"$62,000.00 ",0,1,8/25/13,25,899,0,101,0,0,20,1,6,13,4,0
574,975,1956,AUS,Graduation,Single,"$54,252.00 ",1,1,5/28/13,25,178,4,26,8,4,44,5,4,5,6,0
575,8754,1974,SP,PhD,Together,"$45,068.00 ",0,1,5/16/13,25,14,0,3,0,0,3,1,1,2,7,0
576,1456,1979,IND,Graduation,Single,"$60,474.00 ",0,1,4/1/13,25,265,199,303,234,9,170,7,10,12,7,0
577,2849,1979,CA,Graduation,Single,"$60,474.00 ",0,1,4/1/13,25,265,199,303,234,9,170,7,10,12,7,0
578,9984,1981,SP,2n Cycle,Married,"$56,337.00 ",1,1,3/27/13,25,349,16,144,28,5,182,5,8,4,8,0
579,5527,1987,SP,Graduation,Together,"$22,434.00 ",1,0,2/13/13,25,4,12,11,3,13,15,2,2,3,8,0
580,5628,1982,US,Graduation,Together,"$61,416.00 ",0,0,2/8/13,25,848,154,323,201,61,78,1,10,10,6,0
581,7627,1975,SP,Master,Married,"$92,163.00 ",0,0,12/12/12,25,817,183,797,106,163,20,0,5,5,2,0
582,1351,1956,SP,Master,Together,"$58,656.00 ",0,1,9/20/12,25,962,12,194,16,24,12,4,7,13,6,0
583,10629,1973,GER,2n Cycle,Married,,1,0,9/14/12,25,25,3,43,17,4,17,3,3,3,8,0
584,10395,1986,SP,Basic,Single,"$8,940.00 ",1,0,8/22/12,25,1,45,3,4,6,42,3,3,3,8,0
587,6182,1984,US,Graduation,Together,"$26,646.00 ",1,0,2/10/14,26,11,4,20,10,3,5,2,2,4,6,0
588,10432,1974,CA,Graduation,Divorced,"$19,346.00 ",1,0,1/30/14,26,2,0,9,3,6,2,1,1,3,8,0
589,4220,1970,CA,PhD,Married,"$59,892.00 ",0,1,11/2/13,26,73,0,13,0,1,0,1,2,3,3,0
590,4141,1965,US,Graduation,Together,"$71,613.00 ",0,0,8/21/13,26,426,49,127,111,21,42,1,8,10,4,0
591,1940,1986,AUS,Graduation,Married,"$25,252.00 ",1,0,7/12/13,26,1,3,4,2,2,6,1,1,2,8,0
592,1506,1975,SP,Graduation,Single,"$42,160.00 ",1,1,6/28/13,26,48,9,45,3,15,20,4,2,4,6,0
593,6347,1979,SP,Basic,Single,"$15,862.00 ",1,0,6/27/13,26,1,1,4,11,9,10,1,1,3,8,0
594,1361,1974,SP,Master,Married,"$82,584.00 ",0,0,6/4/13,26,1076,68,103,29,91,68,1,3,8,1,0
595,9422,1989,AUS,Graduation,Married,"$38,360.00 ",1,0,5/31/13,26,36,2,42,20,21,10,2,2,4,3,0
596,7458,1956,AUS,Master,Together,"$34,941.00 ",1,1,3/6/13,26,39,2,25,4,3,24,2,3,3,8,0
597,1012,1952,AUS,Graduation,Single,"$61,823.00 ",0,1,2/18/13,26,523,7,134,37,14,169,4,8,10,7,0
598,5453,1956,SA,Master,Married,"$90,226.00 ",0,0,9/26/12,26,1083,108,649,253,151,108,1,4,12,2,0
599,6818,1974,SP,Graduation,Married,"$44,989.00 ",0,1,9/12/12,26,98,0,106,49,10,106,5,5,5,6,0
600,7807,1974,SP,Graduation,Married,"$44,989.00 ",0,1,9/12/12,26,98,0,106,49,10,106,5,5,5,6,0
601,7532,1980,GER,Graduation,Married,"$43,586.00 ",0,1,8/30/12,26,99,2,11,4,0,16,3,3,4,8,0
602,8346,1974,SP,Graduation,Single,"$32,233.00 ",1,0,8/19/12,26,138,15,35,25,11,72,2,6,2,9,0
603,5564,1969,AUS,Graduation,Together,"$62,882.00 ",0,1,8/9/12,26,509,133,497,78,24,97,2,7,6,4,0
604,3267,1963,CA,Master,Together,"$57,288.00 ",0,1,6/25/14,27,527,0,21,0,0,60,3,8,8,6,0
605,3091,1981,SA,2n Cycle,Together,"$75,774.00 ",1,0,5/2/14,27,340,21,134,258,14,56,1,7,8,4,0
606,762,1981,SP,2n Cycle,Together,"$75,774.00 ",1,0,5/2/14,27,340,21,134,258,14,56,1,7,8,4,0
607,8029,1988,US,Master,Single,"$90,247.00 ",0,0,4/29/14,27,1184,32,352,21,16,16,1,3,7,1,0
608,4376,1960,SP,2n Cycle,Single,"$32,218.00 ",0,0,2/15/14,27,10,24,15,13,1,30,1,2,3,7,0
609,10981,1988,SA,Graduation,Married,"$84,219.00 ",0,0,2/2/14,27,434,137,400,45,137,45,1,3,10,1,0
610,486,1988,CA,Graduation,Married,"$84,219.00 ",0,0,2/2/14,27,434,137,400,45,137,45,1,3,10,1,0
611,1158,1966,SP,Graduation,Divorced,"$48,877.00 ",0,1,1/5/14,27,102,1,15,2,0,24,1,3,4,7,0
612,9119,1950,US,Graduation,Together,"$60,905.00 ",0,1,12/5/13,27,208,17,76,36,17,38,2,3,7,2,0
613,6694,1964,SP,Graduation,Married,"$75,236.00 ",0,1,11/25/13,27,438,66,400,12,38,114,1,8,13,4,0
614,10573,1953,IND,Graduation,Divorced,"$62,551.00 ",0,0,11/18/13,27,125,16,98,134,21,27,1,6,4,3,0
615,10140,1983,IND,PhD,Together,"$70,123.00 ",0,0,9/28/13,27,1308,0,396,23,0,0,1,5,4,3,0
616,2286,1962,CA,Graduation,Single,"$50,785.00 ",1,1,9/10/13,27,64,1,21,0,1,27,2,2,3,6,0
617,8420,1970,SP,2n Cycle,Married,"$15,315.00 ",0,0,8/3/13,27,7,4,13,15,8,17,2,2,4,5,0
618,10065,1970,SP,2n Cycle,Married,"$15,315.00 ",0,0,8/3/13,27,7,4,13,15,8,17,2,2,4,5,0
619,1029,1970,SP,PhD,Together,"$64,413.00 ",0,1,8/1/13,27,200,5,44,0,10,20,1,5,5,5,0
620,4207,1981,SP,PhD,Married,"$87,171.00 ",0,0,5/1/13,27,1001,44,107,58,44,44,1,6,11,2,0
621,10277,1961,SP,Graduation,Single,"$30,081.00 ",0,1,2/21/13,27,36,0,2,0,0,4,1,1,3,7,0
622,4436,1976,SP,Graduation,Single,"$20,180.00 ",0,0,2/20/13,27,18,42,24,15,20,18,1,2,4,7,0
623,2929,1976,SP,Graduation,Single,"$20,180.00 ",0,0,2/20/13,27,18,42,24,15,20,18,1,2,4,7,0
624,6281,1966,SP,Graduation,Divorced,"$55,686.00 ",0,1,2/14/13,27,673,0,199,37,47,26,2,6,5,4,0
625,10390,1959,SP,2n Cycle,Married,"$26,887.00 ",0,1,2/10/13,27,6,7,4,3,4,6,1,1,3,6,0
626,2574,1977,SP,PhD,Married,"$61,996.00 ",0,1,1/31/13,27,1050,12,144,0,0,24,3,6,8,5,0
627,709,1952,SA,Graduation,Divorced,"$51,537.00 ",0,1,12/9/12,27,787,20,204,0,0,92,3,2,11,8,0
628,5955,1962,SP,Graduation,Together,"$72,025.00 ",0,0,11/17/12,27,833,33,549,151,133,233,1,4,8,3,0
629,8486,1971,SP,Master,Together,"$30,538.00 ",1,0,10/1/12,27,284,0,52,8,3,20,4,9,4,10,0
630,10343,1991,IND,2n Cycle,Single,"$61,618.00 ",0,0,9/29/12,27,605,91,399,0,45,205,2,3,8,3,0
631,6652,1965,CA,Graduation,Married,"$77,343.00 ",0,0,6/9/14,28,227,151,573,98,54,31,1,3,9,1,0
632,8746,1989,SP,Graduation,Married,"$75,433.00 ",1,0,4/5/14,28,800,0,297,0,34,57,2,2,10,6,0
633,4686,1962,SP,PhD,Widow,"$82,571.00 ",0,0,4/2/14,28,861,31,558,62,95,79,0,6,13,2,0
634,3551,1954,SP,Master,Together,"$60,033.00 ",0,1,3/29/14,28,62,1,57,19,11,48,2,2,5,2,0
635,4338,1983,SP,Graduation,Single,"$39,062.00 ",1,0,3/25/14,28,23,0,9,0,0,12,1,1,3,4,0
636,4444,1972,SP,Graduation,Married,"$30,023.00 ",1,0,3/24/14,28,11,0,16,7,6,21,1,2,3,8,0
637,498,1970,SP,Graduation,Single,"$30,015.00 ",1,0,2/2/14,28,25,0,22,2,3,5,2,1,4,5,0
638,8230,1980,SP,Graduation,Married,"$33,228.00 ",1,0,1/23/14,28,22,2,31,7,4,5,1,2,3,7,0
641,7352,1957,CA,Graduation,Married,"$55,267.00 ",0,1,10/21/13,28,161,28,136,32,3,45,4,3,6,3,0
642,10928,1958,SP,Graduation,Together,"$66,886.00 ",0,1,9/16/13,28,315,4,62,41,31,146,2,7,7,5,0
643,10736,1971,CA,Graduation,Single,"$72,258.00 ",0,1,9/12/13,28,522,0,522,227,120,134,2,6,5,2,0
644,10163,1984,SP,PhD,Single,"$82,733.00 ",0,0,9/10/13,28,712,50,420,65,38,38,1,8,7,4,0
645,6168,1963,IND,Graduation,Divorced,"$45,146.00 ",1,1,7/15/13,28,33,0,5,0,0,15,2,1,2,4,0
646,4656,1990,SA,2n Cycle,Single,"$51,250.00 ",1,0,3/30/13,28,342,32,230,34,32,40,5,10,4,9,0
647,626,1951,US,Graduation,Married,"$32,871.00 ",1,1,3/9/13,28,22,2,12,0,2,5,1,1,3,4,0
648,3870,1978,GER,2n Cycle,Together,"$63,855.00 ",0,0,2/9/13,28,359,35,314,93,116,89,1,7,13,4,0
649,6299,1968,CA,PhD,Divorced,"$42,564.00 ",0,1,1/2/13,28,324,48,186,39,18,198,6,6,4,7,0
650,7798,1972,CA,2n Cycle,Together,"$46,344.00 ",0,1,12/14/12,28,233,20,57,8,20,91,4,7,5,7,0
651,4299,1960,SP,Graduation,Together,"$70,971.00 ",0,1,9/21/12,28,1001,17,572,93,125,17,7,11,5,7,0
653,9931,1963,SP,PhD,Married,"$4,023.00 ",1,1,6/23/14,29,5,0,1,1,1,1,15,0,0,19,0
654,6679,1966,SP,Graduation,Single,"$33,279.00 ",0,0,6/12/14,29,10,3,3,0,0,0,1,0,3,3,0
655,5961,1978,SP,Graduation,Married,"$42,693.00 ",1,0,6/7/14,29,8,4,20,6,3,16,1,1,3,5,0
656,6255,1952,AUS,Master,Together,"$70,545.00 ",0,1,6/3/14,29,138,39,63,55,18,21,1,4,7,2,0
657,8614,1957,AUS,Graduation,Widow,"$65,486.00 ",0,1,5/12/14,29,245,19,125,37,67,14,1,4,10,2,0
658,7828,1981,SA,Master,Together,"$77,882.00 ",0,0,4/30/14,29,68,129,396,188,22,15,1,3,5,1,0
659,1277,1960,US,Graduation,Together,"$78,468.00 ",0,0,4/9/14,29,434,22,388,104,22,34,1,10,10,4,0
660,3595,1963,SP,Graduation,Together,"$77,226.00 ",0,1,2/28/14,29,631,43,239,128,76,21,2,6,12,3,0
661,5735,1991,SP,Master,Single,"$90,638.00 ",0,0,2/13/14,29,1156,120,915,94,144,96,1,3,10,1,0
662,5350,1991,SA,Master,Single,"$90,638.00 ",0,0,2/13/14,29,1156,120,915,94,144,96,1,3,10,1,0
663,4137,1948,AUS,Graduation,Together,"$70,666.00 ",0,0,12/6/13,29,398,40,367,119,122,30,1,7,4,4,0
664,6357,1959,SA,2n Cycle,Divorced,"$59,052.00 ",0,1,11/17/13,29,230,35,75,63,57,31,3,7,7,5,0
665,9316,1952,US,Basic,Together,"$13,084.00 ",0,0,11/2/13,29,2,0,7,3,7,10,1,1,3,6,0
666,3578,1949,SP,Graduation,Divorced,"$49,160.00 ",0,1,10/20/13,29,122,21,43,25,10,15,2,3,6,6,0
667,153,1953,SP,Graduation,Divorced,"$23,272.00 ",0,0,10/17/13,29,19,3,6,4,2,12,1,1,3,4,0
668,10524,1963,CA,Master,Divorced,"$49,476.00 ",0,1,6/20/13,29,386,23,95,54,41,196,4,2,5,2,0
669,1518,1965,SP,Master,Married,"$62,694.00 ",1,1,6/17/13,29,379,6,157,25,91,91,5,9,7,7,0
670,2036,1973,IND,PhD,Together,"$57,906.00 ",0,1,6/11/13,29,243,11,119,10,3,15,3,4,8,4,0
671,9495,1982,SP,Graduation,Together,"$71,853.00 ",0,0,5/8/13,29,358,108,413,141,97,32,1,2,6,1,0
672,2631,1982,SP,Graduation,Together,"$71,853.00 ",0,0,5/8/13,29,358,108,413,141,97,32,1,2,6,1,0
673,6312,1959,GER,Graduation,Married,"$65,031.00 ",0,1,3/17/13,29,258,107,291,84,37,86,4,10,13,7,0
674,615,1960,SP,Graduation,Together,"$30,507.00 ",0,0,3/11/13,29,65,36,74,38,20,110,1,5,4,7,0
675,4406,1970,CA,Graduation,Together,"$67,419.00 ",0,1,1/16/13,29,846,84,352,91,56,42,4,9,8,5,0
676,10061,1950,US,Graduation,Married,"$59,462.00 ",0,1,1/5/13,29,724,17,143,0,8,196,2,9,12,7,0
677,10619,1994,SA,Graduation,Single,"$95,529.00 ",0,0,12/3/12,29,770,29,890,250,27,24,1,7,7,3,0
678,4945,1953,SP,Graduation,Widow,"$53,653.00 ",0,0,11/7/12,29,815,10,239,28,10,108,2,10,12,6,0
679,1777,1980,SP,Basic,Married,"$25,965.00 ",0,0,9/7/12,29,2,2,11,41,7,11,1,2,3,8,0
680,4023,1970,SP,Graduation,Married,"$22,979.00 ",1,0,9/6/12,29,16,17,19,20,21,22,3,3,2,8,0
681,7922,1951,SA,PhD,Single,"$64,950.00 ",0,1,8/12/12,29,819,0,72,12,0,63,2,11,10,7,0
682,10699,1985,SA,Graduation,Married,"$44,322.00 ",1,0,6/16/14,30,46,0,40,3,0,3,2,3,3,8,0
683,7516,1983,GER,Graduation,Married,"$30,096.00 ",1,0,5/22/14,30,5,3,11,12,5,9,1,2,3,6,0
684,3129,1983,SP,Graduation,Married,"$30,096.00 ",1,0,5/22/14,30,5,3,11,12,5,9,1,2,3,6,0
685,5121,1977,CA,Graduation,Single,"$56,628.00 ",0,1,3/21/14,30,479,5,82,7,17,171,2,7,5,5,0
686,2186,1977,SP,2n Cycle,Together,"$82,326.00 ",0,0,3/10/14,30,938,142,754,159,81,183,1,5,6,2,0
687,10548,1995,GER,Graduation,Single,"$71,163.00 ",0,0,3/9/14,30,283,17,372,138,106,44,1,3,12,1,0
688,6384,1978,US,Graduation,Divorced,"$71,022.00 ",0,1,2/11/14,30,909,12,278,0,12,242,3,5,11,8,0
689,2625,1954,SA,2n Cycle,Single,"$42,607.00 ",0,1,11/17/13,30,156,29,56,30,32,47,2,3,7,3,0
690,1676,1975,SP,Graduation,Married,"$43,057.00 ",0,1,10/30/13,30,213,2,44,0,2,5,4,4,5,5,0
691,5534,1975,SP,Master,Married,"$47,808.00 ",0,1,10/20/13,30,123,1,26,2,0,72,2,3,3,7,0
692,6859,1987,SP,Graduation,Single,"$29,236.00 ",1,0,10/8/13,30,37,4,24,16,9,9,2,4,3,9,0
693,271,1969,CA,Graduation,Widow,"$40,590.00 ",1,1,10/2/13,30,154,0,50,6,11,37,5,3,3,6,0
694,7699,1969,CA,Graduation,Widow,"$40,590.00 ",1,1,10/2/13,30,154,0,50,6,11,37,5,3,3,6,0
695,7832,1959,SP,Master,Married,"$77,520.00 ",0,1,8/28/13,30,940,44,396,0,88,58,1,8,7,4,0
696,938,1981,SP,Graduation,Married,"$40,211.00 ",1,1,7/30/13,30,51,1,7,2,1,25,2,2,2,8,0
697,7873,1973,CA,PhD,Together,"$63,516.00 ",1,1,7/6/13,30,141,11,114,15,14,5,4,4,7,5,0
698,9967,1974,US,Graduation,Divorced,"$53,034.00 ",1,1,5/30/13,30,160,15,196,15,11,50,8,6,7,8,0
699,1087,1975,SP,Master,Together,"$22,669.00 ",1,0,5/22/13,30,16,14,36,37,22,48,3,4,2,9,0
700,8314,1982,SP,Graduation,Married,"$79,908.00 ",0,0,4/5/13,30,557,129,761,29,185,111,1,5,7,2,0
701,3762,1986,SA,PhD,Single,"$69,867.00 ",0,0,4/2/13,30,196,0,512,33,130,54,1,3,8,1,0
702,10383,1966,AUS,Graduation,Divorced,"$70,287.00 ",0,0,4/2/13,30,295,35,482,121,120,40,1,5,10,3,0
703,6798,1966,SA,Graduation,Single,"$37,070.00 ",1,1,3/20/13,30,231,7,137,4,15,39,9,5,8,7,0
704,4168,1966,SP,Graduation,Single,"$37,070.00 ",1,1,3/20/13,30,231,7,137,4,15,39,9,5,8,7,0
705,6690,1966,SA,Master,Married,"$38,179.00 ",1,1,3/14/13,30,38,4,22,4,2,20,4,3,3,7,0
706,10602,1983,IND,Graduation,Married,"$39,922.00 ",1,0,2/14/13,30,29,12,59,19,1,36,2,3,4,8,0
707,3220,1983,GER,Graduation,Married,"$39,922.00 ",1,0,2/14/13,30,29,12,59,19,1,36,2,3,4,8,0
708,5424,1983,SA,Graduation,Married,"$39,922.00 ",1,0,2/14/13,30,29,12,59,19,1,36,2,3,4,8,0
709,7488,1963,SP,Master,Single,"$64,191.00 ",0,1,1/22/13,30,420,15,186,151,38,15,3,5,13,3,0
710,5289,1975,AUS,2n Cycle,Single,"$41,658.00 ",1,1,11/9/12,30,8,4,12,15,4,29,2,1,2,4,0
711,347,1976,CA,Graduation,Divorced,"$40,780.00 ",0,1,9/8/12,30,229,27,71,13,3,34,4,7,5,9,0
712,5236,1979,SP,Graduation,Together,"$77,568.00 ",0,1,8/25/12,30,1230,0,396,232,178,158,1,10,8,5,0
713,9478,1985,SP,Graduation,Single,"$66,503.00 ",1,0,8/14/12,30,91,64,128,65,3,50,2,4,6,3,0
714,477,1986,SP,Graduation,Married,"$83,512.00 ",0,0,6/17/14,31,1060,61,835,80,20,101,1,4,10,1,0
715,7411,1964,SA,PhD,Married,"$31,686.00 ",1,1,6/5/14,31,11,0,5,0,0,1,2,1,3,6,0
716,3107,1976,AUS,Graduation,Together,"$71,322.00 ",0,1,5/2/14,31,121,24,124,24,15,42,1,4,7,2,0
717,7437,1988,AUS,Graduation,Single,"$27,938.00 ",1,0,4/28/14,31,13,0,8,2,1,5,1,1,4,3,0
718,255,1951,SP,Graduation,Divorced,"$22,263.00 ",1,1,3/30/14,31,17,0,2,0,0,2,2,1,3,6,1
720,749,1981,SP,Graduation,Together,"$42,162.00 ",1,0,11/19/13,31,46,7,59,2,4,27,2,3,3,6,0
721,1503,1976,SP,PhD,Together,"$162,397.00 ",1,1,6/3/13,31,85,1,16,2,1,2,0,0,1,1,0
722,8650,1978,SP,Graduation,Widow,"$54,162.00 ",1,1,3/18/13,31,5,6,10,6,5,10,1,1,3,4,0
723,607,1955,IND,2n Cycle,Divorced,"$41,769.00 ",0,1,2/13/13,31,302,29,131,32,0,27,6,8,7,8,0
724,1008,1981,GER,PhD,Together,"$44,953.00 ",0,0,12/21/12,31,728,17,133,11,8,124,1,7,13,6,0
725,9396,1978,SA,PhD,Married,"$37,717.00 ",1,0,11/23/12,31,9,0,6,4,1,5,1,1,2,9,0
726,933,1978,SP,PhD,Married,"$37,717.00 ",1,0,11/23/12,31,9,0,6,4,1,5,1,1,2,9,0
727,5710,1970,AUS,Graduation,Together,"$40,548.00 ",0,1,10/10/12,31,110,0,5,2,0,3,2,2,4,5,0
728,2882,1975,SA,2n Cycle,Divorced,"$67,893.00 ",0,1,10/1/12,31,711,28,142,49,18,47,2,3,9,8,0
729,2379,1953,SA,Graduation,Single,"$69,267.00 ",0,0,9/22/12,31,778,44,499,95,73,146,2,3,5,7,0
730,5342,1976,CA,Basic,Divorced,"$9,548.00 ",1,0,8/8/12,31,0,1,3,10,6,9,2,1,3,8,0
731,3262,1958,SP,Graduation,Single,"$68,281.00 ",0,0,8/7/12,31,995,112,417,42,48,41,1,2,13,5,0
732,5832,1960,SP,2n Cycle,Together,"$92,556.00 ",0,0,4/20/14,32,493,183,352,184,23,28,0,3,13,0,0
733,5025,1979,SP,Graduation,Single,"$48,526.00 ",1,0,12/24/13,32,23,17,23,43,20,9,1,2,4,3,0
734,569,1991,SP,Graduation,Single,"$90,273.00 ",0,0,12/14/13,32,704,129,853,120,74,111,1,5,7,2,0
735,3102,1981,CA,2n Cycle,Together,"$19,414.00 ",1,0,10/16/13,32,2,3,12,3,5,7,1,1,3,8,0
736,9449,1958,SA,PhD,Single,"$79,761.00 ",0,1,10/4/13,32,415,5,124,15,35,11,1,5,11,3,0
737,8104,1951,SP,PhD,Married,"$53,312.00 ",0,0,8/9/13,32,241,0,12,0,0,25,1,5,5,7,0
738,75,1982,US,2n Cycle,Together,"$41,039.00 ",0,0,7/25/13,32,34,11,137,179,61,45,1,8,5,8,0
739,6421,1961,SP,Graduation,Together,"$88,347.00 ",0,0,7/3/13,32,1050,178,555,77,138,118,1,4,9,1,0
740,3037,1983,CA,PhD,Married,"$50,150.00 ",0,0,6/20/13,32,135,46,92,65,61,11,2,5,7,5,0
741,4698,1983,SP,PhD,Married,"$50,150.00 ",0,0,6/20/13,32,135,46,92,65,61,11,2,5,7,5,0
742,948,1971,SP,Graduation,Single,"$10,245.00 ",1,0,5/15/13,32,4,7,7,6,4,13,3,1,2,5,0
743,6177,1985,US,PhD,Married,"$33,454.00 ",1,0,5/8/13,32,76,10,56,3,1,23,2,4,4,8,0
744,3517,1952,SP,Graduation,Single,"$40,887.00 ",1,1,5/6/13,32,50,4,44,10,10,43,3,3,3,9,0
745,3491,1975,US,Graduation,Together,"$55,914.00 ",0,1,4/29/13,32,384,60,364,119,101,232,4,11,8,7,0
746,7610,1983,SP,Graduation,Together,"$37,292.00 ",1,0,4/18/13,32,275,0,86,10,23,66,5,6,5,8,0
747,4377,1971,CA,Graduation,Married,"$52,914.00 ",0,1,1/7/13,32,254,10,44,30,10,227,2,7,3,7,0
748,9850,1972,SP,2n Cycle,Married,"$24,884.00 ",1,0,11/29/12,32,3,6,7,0,0,3,1,0,3,7,0
749,5544,1970,SP,Graduation,Single,"$67,384.00 ",0,1,11/10/12,32,957,40,175,158,53,107,2,7,5,5,0
750,6497,1960,AUS,Graduation,Married,"$51,651.00 ",0,1,11/7/12,32,293,6,23,13,6,92,4,6,5,8,0
751,4543,1980,SA,Graduation,Married,"$82,497.00 ",0,0,10/31/12,32,777,129,573,216,21,203,1,2,9,4,0
752,5117,1963,SP,2n Cycle,Married,"$32,632.00 ",0,0,8/2/12,32,63,151,137,153,19,53,2,4,8,5,0
753,6887,1967,GER,Graduation,Single,"$79,146.00 ",1,1,4/24/14,33,245,16,223,21,43,16,2,8,8,6,0
754,7500,1967,SP,Graduation,Single,"$79,146.00 ",1,1,4/24/14,33,245,16,223,21,43,16,2,8,8,6,0
755,2724,1981,SP,Master,Single,"$36,143.00 ",1,0,3/30/14,33,12,0,1,0,0,6,1,0,2,3,0
756,2256,1973,SP,Master,Married,"$27,159.00 ",1,1,3/29/14,33,17,0,3,0,0,1,2,1,3,6,0
757,7725,1965,IND,2n Cycle,Married,"$76,800.00 ",0,0,3/8/14,33,173,26,255,35,71,81,1,4,7,1,0
758,2612,1987,SA,Graduation,Married,"$75,794.00 ",0,0,12/24/13,33,754,160,625,63,32,48,1,7,12,3,0
759,113,1951,SP,Graduation,Married,"$30,833.00 ",1,1,7/16/13,33,11,0,7,3,1,6,2,1,3,5,0
760,2868,1949,US,PhD,Single,"$26,518.00 ",1,1,4/8/13,33,20,1,28,3,3,2,3,2,3,8,0
761,4216,1981,SP,Graduation,Single,"$91,065.00 ",0,0,2/22/13,33,822,114,108,179,137,114,1,7,9,3,0
762,199,1962,CA,Master,Single,"$45,183.00 ",0,0,1/20/13,33,219,3,60,12,9,12,1,4,7,7,0
763,359,1950,SP,Graduation,Together,"$48,070.00 ",0,1,1/13/13,33,373,14,83,6,9,19,3,8,6,7,1
764,8842,1971,SP,Graduation,Widow,"$30,372.00 ",1,1,12/25/12,33,15,0,12,7,3,7,3,2,3,7,0
765,2154,1971,SP,Graduation,Widow,"$30,372.00 ",1,1,12/25/12,33,15,0,12,7,3,7,3,2,3,7,0
766,6050,1975,IND,2n Cycle,Married,"$57,036.00 ",0,1,12/11/12,33,1171,43,219,19,14,47,4,6,13,9,0
767,9204,1970,SP,Graduation,Widow,"$66,731.00 ",0,1,9/12/12,33,371,159,194,58,106,141,4,4,6,3,0
768,4472,1970,AUS,PhD,Divorced,"$35,682.00 ",1,0,6/27/14,34,23,0,8,6,2,18,1,1,3,2,0
769,6864,1989,AUS,Master,Divorced,"$10,979.00 ",0,0,5/22/14,34,8,4,10,2,2,4,2,3,3,5,0
770,10617,1989,SP,Master,Divorced,"$10,979.00 ",0,0,5/22/14,34,8,4,10,2,2,4,2,3,3,5,0
771,3924,1965,SA,PhD,Divorced,"$57,912.00 ",0,1,3/17/14,34,801,0,80,0,0,35,5,8,12,5,0
773,9216,1971,CA,Graduation,Married,"$35,788.00 ",1,1,1/23/14,34,23,2,11,3,1,4,2,2,3,6,0
774,8086,1959,SA,Graduation,Married,"$42,243.00 ",1,1,12/11/13,34,48,0,2,0,0,5,2,2,3,7,0
775,9097,1956,SP,Graduation,Divorced,"$46,086.00 ",0,1,11/3/13,34,244,8,32,7,2,50,4,3,8,4,0
776,7631,1978,IND,Master,Together,"$61,346.00 ",1,0,10/6/13,34,562,58,168,43,16,142,1,5,10,3,0
777,7275,1971,US,Master,Single,"$33,316.00 ",1,1,10/4/13,34,79,1,31,4,4,12,3,2,4,6,0
778,8334,1971,SP,Master,Single,"$33,316.00 ",1,1,10/4/13,34,79,1,31,4,4,12,3,2,4,6,0
779,1987,1987,SP,Basic,Single,"$21,063.00 ",1,0,9/25/13,34,1,10,11,19,3,15,2,2,3,6,0
780,2281,1970,GER,Graduation,Single,"$33,697.00 ",1,0,9/15/13,34,4,3,7,0,3,11,1,1,2,7,0
781,7034,1978,CA,2n Cycle,Married,"$25,804.00 ",1,0,9/1/13,34,8,7,9,13,6,12,2,2,3,8,0
